Ser No,0 to 9,B/S,R/G
2100050638,7,B,G
2100050639,5,B,G
2100050640,2,S,R
2100050641,3,S,G
2100050642,3,S,G
2100050643,1,S,G
2100050644,9,B,G
2100050645,9,B,G
2100050646,5,B,G
2100050647,2,S,R
2100050648,4,S,R
2100050649,8,B,R
2100050650,2,S,R
2100050651,8,B,R
2100050652,4,S,R
2100050653,0,S,R
2100050654,3,S,G
2100050655,4,S,R
2100050656,1,S,G
2100050657,5,B,G
2100050658,3,S,G
2100050659,1,S,G
2100050660,6,B,R
2100050661,0,S,R
2100050662,6,B,R
2100050663,9,B,G
2100050664,0,S,R
2100050665,9,B,G
2100050666,0,S,R
2100050667,1,S,G
2100050668,9,B,G
2100050669,8,B,R
2100050670,2,S,R
2100050671,3,S,G
2100050672,0,S,R
2100050673,8,B,R
2100050674,1,S,G
2100050675,8,B,R
2100050676,2,S,R
2100050677,0,S,R
2100050678,3,S,G
2100050679,0,S,R
2100050680,0,S,R
2100050681,2,S,R
2100050682,5,B,G
2100050683,7,B,G
2100050684,4,S,R
2100050685,2,S,R
2100050686,6,B,R
2100050687,0,S,R
2100050688,5,B,G
2100050689,3,S,G
2100050690,4,S,R
2100050691,5,B,G
2100050692,1,S,G
2100050693,1,S,G
2100050694,6,B,R
2100050695,9,B,G
2100050696,9,B,G
2100050697,2,S,R
2100050698,7,B,G
2100050699,7,B,G
2100050700,6,B,R
2100050701,8,B,R
2100050702,0,S,R
2100050703,9,B,G
2100050704,0,S,R
2100050705,1,S,G
2100050706,1,S,G
2100050707,3,S,G
2100050708,0,S,R
2100050709,0,S,R
2100050710,7,B,G
2100050711,1,S,G
2100050712,8,B,R
2100050713,0,S,R
2100050714,3,S,G
2100050715,9,B,G
2100050716,2,S,R
2100050717,6,B,R
2100050718,4,S,R
2100050719,5,B,G
2100050720,2,S,R
2100050721,6,B,R
2100050722,4,S,R
2100050723,8,B,R
2100050724,3,S,G
2100050725,7,B,G
2100050726,6,B,R
2100050727,0,S,R
2100050728,2,S,R
2100050729,2,S,R
2100050730,5,B,G
2100050731,5,B,G
2100050732,1,S,G
2100050733,1,S,G
2100050734,4,S,R
2100050735,5,B,G
2100050736,6,B,R
2100050737,1,S,G
2100050738,8,B,R
2100050739,2,S,R
2100050740,0,S,R
2100050741,3,S,G
2100050742,7,B,G
2100050743,1,S,G
2100050744,7,B,G
2100050745,1,S,G
2100050746,2,S,R
2100050747,2,S,R
2100050748,7,B,G
2100050749,7,B,G
2100050750,1,S,G
2100050751,2,S,R
2100050752,0,S,R
2100050753,8,B,R
2100050754,6,B,R
2100050755,9,B,G
2100050756,6,B,R
2100050757,6,B,R
2100050758,8,B,R
2100050759,6,B,R
2100050760,1,S,G
2100050761,4,S,R
2100050762,4,S,R
2100050763,9,B,G
2100050764,2,S,R
2100050765,4,S,R
2100050766,0,S,R
2100050767,2,S,R
2100050768,0,S,R
2100050769,1,S,G
2100050770,3,S,G
2100050771,7,B,G
2100050772,6,B,R
2100050773,5,B,G
2100050774,7,B,G
2100050775,4,S,R
2100050776,4,S,R
2100050777,3,S,G
2100050778,1,S,G
2100050779,7,B,G
2100050780,0,S,R
2100050781,5,B,G
2100050782,5,B,G
2100050783,1,S,G
2100050784,6,B,R
2100050785,8,B,R
2100050786,6,B,R
2100050787,8,B,R
2100050788,9,B,G
2100050789,6,B,R
2100050790,7,B,G
2100050791,4,S,R
2100050792,4,S,R
2100050793,4,S,R
2100050794,8,B,R
2100050795,8,B,R
2100050796,1,S,G
2100050797,2,S,R
2100050798,8,B,R
2100050799,3,S,G
2100050800,0,S,R
2100050801,5,B,G
2100050802,3,S,G
2100050803,7,B,G
2100050804,2,S,R
2100050805,3,S,G
2100050806,0,S,R
2100050807,5,B,G
2100050808,2,S,R
2100050809,2,S,R
2100050810,6,B,R
2100050811,6,B,R
2100050812,0,S,R
2100050813,7,B,G
2100050814,8,B,R
2100050815,0,S,R
2100050816,3,S,G
2100050817,2,S,R
2100050818,1,S,G
2100050819,5,B,G
2100050820,1,S,G
2100050821,6,B,R
2100050822,4,S,R
2100050823,1,S,G
2100050824,6,B,R
2100050825,9,B,G
2100050826,4,S,R
2100050827,5,B,G
2100050828,6,B,R
2100050829,9,B,G
2100050830,8,B,R
2100050831,0,S,R
2100050832,7,B,G
2100050833,5,B,G
2100050834,5,B,G
2100050835,6,B,R
2100050836,1,S,G
2100050837,7,B,G
2100050838,3,S,G
2100050839,5,B,G
2100050840,2,S,R
2100050841,3,S,G
2100050842,4,S,R
2100050843,7,B,G
2100050844,9,B,G
2100050845,7,B,G
2100050846,0,S,R
2100050847,8,B,R
2100050848,2,S,R
2100050849,2,S,R
2100050850,5,B,G
2100050851,9,B,G
2100050852,5,B,G
2100050853,4,S,R
2100050854,2,S,R
2100050855,4,S,R
2100050856,3,S,G
2100050857,3,S,G
2100050858,8,B,R
2100050859,4,S,R
2100050860,0,S,R
2100050861,7,B,G
2100050862,0,S,R
2100050863,1,S,G
2100050864,7,B,G
2100050865,9,B,G
2100050866,2,S,R
2100050867,0,S,R
2100050868,4,S,R
2100050869,9,B,G
2100050870,9,B,G
2100050871,3,S,G
2100050872,4,S,R
2100050873,9,B,G
2100050874,7,B,G
2100050875,4,S,R
2100050876,6,B,R
2100050877,4,S,R
2100050878,7,B,G
2100050879,3,S,G
2100050880,5,B,G
2100050881,2,S,R
2100050882,0,S,R
2100050883,1,S,G
2100050884,1,S,G
2100050885,4,S,R
2100050886,3,S,G
2100050887,3,S,G
2100050888,4,S,R
2100050889,1,S,G
2100050890,6,B,R
2100050891,7,B,G
2100050892,3,S,G
2100050893,2,S,R
2100050894,5,B,G
2100050895,7,B,G
2100050896,6,B,R
2100050897,7,B,G
2100050898,5,B,G
2100050899,4,S,R
2100050900,6,B,R
2100050901,4,S,R
2100050902,3,S,G
2100050903,1,S,G
2100050904,7,B,G
2100050905,1,S,G
2100050906,6,B,R
2100050907,5,B,G
2100050908,1,S,G
2100050909,9,B,G
2100050910,0,S,R
2100050911,2,S,R
2100050912,5,B,G
2100050913,9,B,G
2100050914,8,B,R
2100050915,8,B,R
2100050916,1,S,G
2100050917,4,S,R
2100050918,3,S,G
2100050919,9,B,G
2100050920,2,S,R
2100050921,5,B,G
2100050922,0,S,R
2100050923,1,S,G
2100050924,0,S,R
2100050925,0,S,R
2100050926,1,S,G
2100050927,7,B,G
2100050928,0,S,R
2100050929,6,B,R
2100050930,1,S,G
2100050931,3,S,G
2100050932,0,S,R
2100050933,6,B,R
2100050934,1,S,G
2100050935,6,B,R
2100050936,2,S,R
2100050937,2,S,R
2100050938,8,B,R
2100050939,6,B,R
2100050940,2,S,R
2100050941,5,B,G
2100050942,5,B,G
2100050943,2,S,R
2100050944,1,S,G
2100050945,3,S,G
2100050946,6,B,R
2100050947,5,B,G
2100050948,0,S,R
2100050949,2,S,R
2100050950,5,B,G
2100050951,1,S,G
2100050952,4,S,R
2100050953,3,S,G
2100050954,3,S,G
2100050955,2,S,R
2100050956,8,B,R
2100050957,7,B,G
2100050958,0,S,R
2100050959,0,S,R
2100050960,2,S,R
2100050961,9,B,G
2100050962,0,S,R
2100050963,9,B,G
2100050964,7,B,G
2100050965,4,S,R
2100050966,7,B,G
2100050967,8,B,R
2100050968,2,S,R
2100050969,5,B,G
2100050970,2,S,R
2100050971,6,B,R
2100050972,6,B,R
2100050973,7,B,G
2100050974,8,B,R
2100050975,8,B,R
2100050976,6,B,R
2100050977,2,S,R
2100050978,4,S,R
2100050979,4,S,R
2100050980,6,B,R
2100050981,4,S,R
2100050982,4,S,R
2100050983,5,B,G
2100050984,3,S,G
2100050985,4,S,R
2100050986,0,S,R
2100050987,7,B,G
2100050988,6,B,R
2100050989,0,S,R
2100050990,6,B,R
2100050991,8,B,R
2100050992,4,S,R
2100050993,8,B,R
2100050994,3,S,G
2100050995,9,B,G
2100050996,1,S,G
2100050997,7,B,G
2100050998,2,S,R
2100050999,8,B,R
2100051000,7,B,G
2100051001,5,B,G
2100051002,3,S,G
2100051003,0,S,R
2100051004,5,B,G
2100051005,8,B,R
2100051006,9,B,G
2100051007,6,B,R
2100051008,0,S,R
2100051009,7,B,G
2100051010,6,B,R
2100051011,1,S,G
2100051012,8,B,R
2100051013,7,B,G
2100051014,8,B,R
2100051015,8,B,R
2100051016,0,S,R
2100051017,7,B,G
2100051018,8,B,R
2100051019,4,S,R
2100051020,2,S,R
2100051021,7,B,G
2100051022,0,S,R
2100051023,7,B,G
2100051024,9,B,G
2100051025,5,B,G
2100051026,9,B,G
2100051027,6,B,R
2100051028,2,S,R
2100051029,2,S,R
2100051030,9,B,G
2100051031,1,S,G
2100051032,1,S,G
2100051033,8,B,R
2100051034,7,B,G
2100051035,6,B,R
2100051036,8,B,R
2100051037,7,B,G
2100051038,7,B,G
2100051039,7,B,G
2100051040,0,S,R
2100051041,0,S,R
2100051042,9,B,G
2100051043,0,S,R
2100051044,3,S,G
2100051045,5,B,G
2100051046,5,B,G
2100051047,1,S,G
2100051048,8,B,R
2100051049,6,B,R
2100051050,0,S,R
2100051051,8,B,R
2100051052,6,B,R
2100051053,4,S,R
2100051054,0,S,R
2100051055,8,B,R
2100051056,6,B,R
2100051057,0,S,R
2100051058,7,B,G
2100051059,6,B,R
2100051060,0,S,R
2100051061,0,S,R
2100051062,6,B,R
2100051063,1,S,G
2100051064,6,B,R
2100051065,1,S,G
2100051066,0,S,R
2100051067,8,B,R
2100051068,7,B,G
2100051069,3,S,G
2100051070,4,S,R
2100051071,9,B,G
2100051072,3,S,G
2100051073,9,B,G
2100051074,4,S,R
2100051075,2,S,R
2100051076,8,B,R
2100051077,7,B,G
2100051078,0,S,R
2100051079,4,S,R
2100051080,9,B,G
2100051081,0,S,R
2100051082,3,S,G
2100051083,3,S,G
2100051084,5,B,G
2100051085,8,B,R
2100051086,8,B,R
2100051087,5,B,G
2100051088,4,S,R
2100051089,7,B,G
2100051090,0,S,R
2100051091,2,S,R
2100051092,8,B,R
2100051093,4,S,R
2100051094,1,S,G
2100051095,2,S,R
2100051096,3,S,G
2100051097,0,S,R
2100051098,2,S,R
2100051099,5,B,G
2100051100,4,S,R
2100051101,7,B,G
2100051102,0,S,R
2100051103,0,S,R
2100051104,3,S,G
2100051105,5,B,G
2100051106,4,S,R
2100051107,2,S,R
2100051108,7,B,G
2100051109,2,S,R
2100051110,2,S,R
2100051111,3,S,G
2100051112,8,B,R
2100051113,2,S,R
2100051114,8,B,R
2100051115,4,S,R
2100051116,6,B,R
2100051117,8,B,R
2100051118,6,B,R
2100051119,8,B,R
2100051120,1,S,G
2100051121,1,S,G
2100051122,3,S,G
2100051123,9,B,G
2100051124,1,S,G
2100051125,8,B,R
2100051126,5,B,G
2100051127,8,B,R
2100051128,8,B,R
2100051129,7,B,G
2100051130,9,B,G
2100051131,5,B,G
2100051132,2,S,R
2100051133,4,S,R
2100051134,2,S,R
2100051135,1,S,G
2100051136,6,B,R
2100051137,2,S,R
2100051138,2,S,R
2100051139,3,S,G
2100051140,4,S,R
2100051141,6,B,R
2100051142,7,B,G
2100051143,1,S,G
2100051144,5,B,G
2100051145,9,B,G
2100051146,7,B,G
2100051147,0,S,R
2100051148,1,S,G
2100051149,5,B,G
2100051150,3,S,G
2100051151,1,S,G
2100051152,9,B,G
2100051153,0,S,R
2100051154,5,B,G
2100051155,2,S,R
2100051156,7,B,G
2100051157,5,B,G
2100051158,4,S,R
2100051159,0,S,R
2100051160,7,B,G
2100051161,4,S,R
2100051162,6,B,R
2100051163,5,B,G
2100051164,2,S,R
2100051165,7,B,G
2100051166,8,B,R
2100051167,0,S,R
2100051168,9,B,G
2100051169,8,B,R
2100051170,4,S,R
2100051171,7,B,G
2100051172,9,B,G
2100051173,0,S,R
2100051174,9,B,G
2100051175,9,B,G
2100051176,7,B,G
2100051177,7,B,G
2100051178,3,S,G
2100051179,8,B,R
2100051180,5,B,G
2100051181,9,B,G
2100051182,3,S,G
2100051183,0,S,R
2100051184,0,S,R
2100051185,6,B,R
2100051186,0,S,R
2100051187,3,S,G
2100051188,3,S,G
2100051189,2,S,R
2100051190,8,B,R
2100051191,7,B,G
2100051192,5,B,G
2100051193,6,B,R
2100051194,7,B,G
2100051195,5,B,G
2100051196,6,B,R
2100051197,9,B,G
2100051198,2,S,R
2100051199,8,B,R
2100051200,5,B,G
2100051201,1,S,G
2100051202,6,B,R
2100051203,3,S,G
2100051204,6,B,R
2100051205,4,S,R
2100051206,3,S,G
2100051207,8,B,R
2100051208,0,S,R
2100051209,6,B,R
2100051210,0,S,R
2100051211,9,B,G
2100051212,8,B,R
2100051213,2,S,R
2100051214,9,B,G
2100051215,0,S,R
2100051216,9,B,G
2100051217,6,B,R
2100051218,4,S,R
2100051219,8,B,R
2100051220,2,S,R
2100051221,5,B,G
2100051222,8,B,R
2100051223,2,S,R
2100051224,5,B,G
2100051225,1,S,G
2100051226,1,S,G
2100051227,1,S,G
2100051228,0,S,R
2100051229,3,S,G
2100051230,6,B,R
2100051231,7,B,G
2100051232,7,B,G
2100051233,9,B,G
2100051234,7,B,G
2100051235,8,B,R
2100051236,6,B,R
2100051237,5,B,G
2100051238,7,B,G
2100051239,1,S,G
2100051240,5,B,G
2100051241,2,S,R
2100051242,7,B,G
2100051243,1,S,G
2100051244,9,B,G
2100051245,5,B,G
2100051246,7,B,G
2100051247,2,S,R
2100051248,4,S,R
2100051249,6,B,R
2100051250,7,B,G
2100051251,7,B,G
2100051252,8,B,R
2100051253,7,B,G
2100051254,0,S,R
2100051255,9,B,G
2100051256,4,S,R
2100051257,1,S,G
2100051258,2,S,R
2100051259,8,B,R
2100051260,7,B,G
2100051261,7,B,G
2100051262,5,B,G
2100051263,2,S,R
2100051264,5,B,G
2100051265,8,B,R
2100051266,1,S,G
2100051267,0,S,R
2100051268,7,B,G
2100051269,2,S,R
2100051270,1,S,G
2100051271,0,S,R
2100051272,4,S,R
2100051273,2,S,R
2100051274,4,S,R
2100051275,9,B,G
2100051276,4,S,R
2100051277,9,B,G
2100051278,3,S,G
2100051279,4,S,R
2100051280,7,B,G
2100051281,6,B,R
2100051282,6,B,R
2100051283,1,S,G
2100051284,5,B,G
2100051285,8,B,R
2100051286,1,S,G
2100051287,1,S,G
2100051288,5,B,G
2100051289,0,S,R
2100051290,3,S,G
2100051291,7,B,G
2100051292,2,S,R
2100051293,9,B,G
2100051294,5,B,G
2100051295,9,B,G
2100051296,0,S,R
2100051297,2,S,R
2100051298,0,S,R
2100051299,5,B,G
2100051300,3,S,G
2100051301,2,S,R
2100051302,4,S,R
2100051303,4,S,R
2100051304,9,B,G
2100051305,2,S,R
2100051306,0,S,R
2100051307,9,B,G
2100051308,9,B,G
2100051309,3,S,G
2100051310,5,B,G
2100051311,0,S,R
2100051312,9,B,G
2100051313,1,S,G
2100051314,9,B,G
2100051315,1,S,G
2100051316,4,S,R
2100051317,4,S,R
2100051318,3,S,G
2100051319,6,B,R
2100051320,2,S,R
2100051321,3,S,G
2100051322,6,B,R
2100051323,4,S,R
2100051324,3,S,G
2100051325,9,B,G
2100051326,2,S,R
2100051327,8,B,R
2100051328,6,B,R
2100051329,4,S,R
2100051330,5,B,G
2100051331,5,B,G
2100051332,3,S,G
2100051333,3,S,G
2100051334,8,B,R
2100051335,0,S,R
2100051336,3,S,G
2100051337,1,S,G
2100051338,3,S,G
2100051339,4,S,R
2100051340,5,B,G
2100051341,1,S,G
2100051342,5,B,G
2100051343,2,S,R
2100051344,9,B,G
2100051345,6,B,R
2100051346,4,S,R
2100051347,6,B,R
2100051348,4,S,R
2100051349,2,S,R
2100051350,0,S,R
2100051351,8,B,R
2100051352,9,B,G
2100051353,2,S,R
2100051354,7,B,G
2100051355,2,S,R
2100051356,7,B,G
2100051357,4,S,R
2100051358,7,B,G
2100051359,4,S,R
2100051360,0,S,R
2100051361,7,B,G
2100051362,0,S,R
2100051363,8,B,R
2100051364,7,B,G
2100051365,9,B,G
2100051366,4,S,R
2100051367,3,S,G
2100051368,6,B,R
2100051369,4,S,R
2100051370,7,B,G
2100051371,4,S,R
2100051372,9,B,G
2100051373,1,S,G
2100051374,8,B,R
2100051375,9,B,G
2100051376,8,B,R
2100051377,7,B,G
2100051378,2,S,R
2100051379,2,S,R
2100051380,2,S,R
2100051381,8,B,R
2100051382,8,B,R
2100051383,7,B,G
2100051384,3,S,G
2100051385,0,S,R
2100051386,1,S,G
2100051387,3,S,G
2100051388,0,S,R
2100051389,9,B,G
2100051390,8,B,R
2100051391,2,S,R
2100051392,3,S,G
2100051393,4,S,R
2100051394,4,S,R
2100051395,9,B,G
2100051396,8,B,R
2100051397,2,S,R
2100051398,6,B,R
2100051399,8,B,R
2100051400,5,B,G
2100051401,0,S,R
2100051402,5,B,G
2100051403,6,B,R
2100051404,6,B,R
2100051405,5,B,G
2100051406,3,S,G
2100051407,2,S,R
2100051408,3,S,G
2100051409,2,S,R
2100051410,7,B,G
2100051411,9,B,G
2100051412,8,B,R
2100051413,9,B,G
2100051414,5,B,G
2100051415,5,B,G
2100051416,1,S,G
2100051417,8,B,R
2100051418,1,S,G
2100051419,6,B,R
2100051420,9,B,G
2100051421,0,S,R
2100051422,8,B,R
2100051423,2,S,R
2100051424,7,B,G
2100051425,8,B,R
2100051426,0,S,R
2100051427,5,B,G
2100051428,0,S,R
2100051429,1,S,G
2100051430,5,B,G
2100051431,0,S,R
2100051432,6,B,R
2100051433,1,S,G
2100051434,1,S,G
2100051435,3,S,G
2100051436,1,S,G
2100051437,7,B,G
2100051438,4,S,R
2100051439,8,B,R
2100051440,9,B,G
2100051441,0,S,R
2100051442,2,S,R
2100051443,2,S,R
2100051444,4,S,R
2100051445,5,B,G
2100051446,2,S,R
2100051447,1,S,G
2100051448,1,S,G
2100051449,4,S,R
2100051450,7,B,G
2100051451,5,B,G
2100051452,0,S,R
2100051453,6,B,R
2100051454,6,B,R
2100051455,2,S,R
2100051456,1,S,G
2100051457,5,B,G
2100051458,2,S,R
2100051459,2,S,R
2100051460,3,S,G
2100051461,2,S,R
2100051462,2,S,R
2100051463,9,B,G
2100051464,5,B,G
2100051465,6,B,R
2100051466,7,B,G
2100051467,4,S,R
2100051468,8,B,R
2100051469,0,S,R
2100051470,2,S,R
2100051471,4,S,R
2100051472,1,S,G
2100051473,8,B,R
2100051474,7,B,G
2100051475,2,S,R
2100051476,6,B,R
2100051477,3,S,G
2100051478,8,B,R
2100051479,7,B,G
2100051480,8,B,R
2100051481,4,S,R
2100051482,4,S,R
2100051483,4,S,R
2100051484,8,B,R
2100051485,1,S,G
2100051486,1,S,G
2100051487,0,S,R
2100051488,6,B,R
2100051489,8,B,R
2100051490,7,B,G
2100051491,6,B,R
2100051492,1,S,G
2100051493,5,B,G
2100051494,7,B,G
2100051495,9,B,G
2100051496,7,B,G
2100051497,6,B,R
2100051498,8,B,R
2100051499,3,S,G
2100051500,7,B,G
2100051501,8,B,R
2100051502,5,B,G
2100051503,0,S,R
2100051504,3,S,G
2100051505,0,S,R
2100051506,9,B,G
2100051507,9,B,G
2100051508,5,B,G
2100051509,0,S,R
2100051510,6,B,R
2100051511,1,S,G
2100051512,3,S,G
2100051513,5,B,G
2100051514,7,B,G
2100051515,3,S,G
2100051516,5,B,G
2100051517,7,B,G
2100051518,5,B,G
2100051519,1,S,G
2100051520,9,B,G
2100051521,8,B,R
2100051522,6,B,R
2100051523,2,S,R
2100051524,5,B,G
2100051525,2,S,R
2100051526,3,S,G
2100051527,0,S,R
2100051528,9,B,G
2100051529,5,B,G
2100051530,9,B,G
2100051531,4,S,R
2100051532,9,B,G
2100051533,6,B,R
2100051534,6,B,R
2100051535,5,B,G
2100051536,4,S,R
2100051537,0,S,R
2100051538,2,S,R
2100051539,1,S,G
2100051540,3,S,G
2100051541,3,S,G
2100051542,0,S,R
2100051543,1,S,G
2100051544,7,B,G
2100051545,9,B,G
2100051546,4,S,R
2100051547,7,B,G
2100051548,7,B,G
2100051549,6,B,R
2100051550,6,B,R
2100051551,4,S,R
2100051552,6,B,R
2100051553,4,S,R
2100051554,9,B,G
2100051555,2,S,R
2100051556,5,B,G
2100051557,6,B,R
2100051558,4,S,R
2100051559,3,S,G
2100051560,2,S,R
2100051561,5,B,G
2100051562,9,B,G
2100051563,9,B,G
2100051564,4,S,R
2100051565,2,S,R
2100051566,4,S,R
2100051567,0,S,R
2100051568,6,B,R
2100051569,9,B,G
2100051570,6,B,R
2100051571,1,S,G
2100051572,0,S,R
2100051573,3,S,G
2100051574,5,B,G
2100051575,0,S,R
2100051576,5,B,G
2100051577,4,S,R
2100051578,9,B,G
2100051579,5,B,G
2100051580,8,B,R
2100051581,4,S,R
2100051582,5,B,G
2100051583,9,B,G
2100051584,7,B,G
2100051585,7,B,G
2100051586,6,B,R
2100051587,3,S,G
2100051588,8,B,R
2100051589,0,S,R
2100051590,0,S,R
2100051591,6,B,R
2100051592,0,S,R
2100051593,2,S,R
2100051594,3,S,G
2100051595,1,S,G
2100051596,3,S,G
2100051597,9,B,G
2100051598,9,B,G
2100051599,0,S,R
2100051600,3,S,G
2100051601,2,S,R
2100051602,0,S,R
2100051603,4,S,R
2100051604,3,S,G
2100051605,9,B,G
2100051606,0,S,R
2100051607,3,S,G
2100051608,2,S,R
2100051609,9,B,G
2100051610,5,B,G
2100051611,4,S,R
2100051612,7,B,G
2100051613,5,B,G
2100051614,4,S,R
2100051615,4,S,R
2100051616,7,B,G
2100051617,8,B,R
2100051618,3,S,G
2100051619,4,S,R
2100051620,9,B,G
2100051621,8,B,R
2100051622,6,B,R
2100051623,9,B,G
2100051624,9,B,G
2100051625,6,B,R
2100051626,1,S,G
2100051627,6,B,R
2100051628,6,B,R
2100051629,4,S,R
2100051630,3,S,G
2100051631,1,S,G
2100051632,3,S,G
2100051633,9,B,G
2100051634,1,S,G
2100051635,0,S,R
2100051636,9,B,G
2100051637,4,S,R
2100051638,8,B,R
2100051639,0,S,R
2100051640,6,B,R
2100051641,9,B,G
2100051642,9,B,G
2100051643,2,S,R
2100051644,1,S,G
2100051645,9,B,G
2100051646,2,S,R
2100051647,7,B,G
2100051648,4,S,R
2100051649,4,S,R
2100051650,7,B,G
2100051651,0,S,R
2100051652,2,S,R
2100051653,7,B,G
2100051654,3,S,G
2100051655,7,B,G
2100051656,8,B,R
2100051657,8,B,R
2100051658,7,B,G
2100051659,3,S,G
2100051660,2,S,R
2100051661,0,S,R
2100051662,6,B,R
2100051663,8,B,R
2100051664,0,S,R
2100051665,7,B,G
2100051666,7,B,G
2100051667,9,B,G
2100051668,2,S,R
2100051669,4,S,R
2100051670,0,S,R
2100051671,4,S,R
2100051672,8,B,R
2100051673,6,B,R
2100051674,9,B,G
2100051675,0,S,R
2100051676,7,B,G
2100051677,3,S,G
2100051678,0,S,R
2100051679,4,S,R
2100051680,0,S,R
2100051681,3,S,G
2100051682,6,B,R
2100051683,3,S,G
2100051684,8,B,R
2100051685,7,B,G
2100051686,9,B,G
2100051687,1,S,G
2100051688,1,S,G
2100051689,2,S,R
2100051690,6,B,R
2100051691,3,S,G
2100051692,4,S,R
2100051693,5,B,G
2100051694,7,B,G
2100051695,0,S,R
2100051696,3,S,G
2100051697,4,S,R
2100051698,1,S,G
2100051699,0,S,R
2100051700,8,B,R
2100051701,1,S,G
2100051702,7,B,G
2100051703,9,B,G
2100051704,0,S,R
2100051705,4,S,R
2100051706,5,B,G
2100051707,1,S,G
2100051708,1,S,G
2100051709,7,B,G
2100051710,1,S,G
2100051711,3,S,G
2100051712,5,B,G
2100051713,5,B,G
2100051714,7,B,G
2100051715,4,S,R
2100051716,1,S,G
2100051717,9,B,G
2100051718,9,B,G
2100051719,0,S,R
2100051720,5,B,G
2100051721,5,B,G
2100051722,1,S,G
2100051723,3,S,G
2100051724,5,B,G
2100051725,3,S,G
2100051726,4,S,R
2100051727,1,S,G
2100051728,2,S,R
2100051729,4,S,R
2100051730,3,S,G
2100051731,2,S,R
2100051732,2,S,R
2100051733,3,S,G
2100051734,2,S,R
2100051735,6,B,R
2100051736,8,B,R
2100051737,3,S,G
2100051738,8,B,R
2100051739,0,S,R
2100051740,1,S,G
2100051741,0,S,R
2100051742,1,S,G
2100051743,9,B,G
2100051744,6,B,R
2100051745,4,S,R
2100051746,4,S,R
2100051747,3,S,G
2100051748,5,B,G
2100051749,1,S,G
2100051750,2,S,R
2100051751,7,B,G
2100051752,4,S,R
2100051753,7,B,G
2100051754,5,B,G
2100051755,6,B,R
2100051756,2,S,R
2100051757,3,S,G
2100051758,6,B,R
2100051759,6,B,R
2100051760,0,S,R
2100051761,1,S,G
2100051762,7,B,G
2100051763,6,B,R
2100051764,3,S,G
2100051765,8,B,R
2100051766,6,B,R
2100051767,7,B,G
2100051768,1,S,G
2100051769,4,S,R
2100051770,2,S,R
2100051771,4,S,R
2100051772,9,B,G
2100051773,2,S,R
2100051774,1,S,G
2100051775,2,S,R
2100051776,2,S,R
2100051777,2,S,R
2100051778,5,B,G
2100051779,3,S,G
2100051780,5,B,G
2100051781,7,B,G
2100051782,3,S,G
2100051783,6,B,R
2100051784,2,S,R
2100051785,1,S,G
2100051786,1,S,G
2100051787,7,B,G
2100051788,8,B,R
2100051789,4,S,R
2100051790,4,S,R
2100051791,3,S,G
2100051792,3,S,G
2100051793,0,S,R
2100051794,4,S,R
2100051795,3,S,G
2100051796,4,S,R
2100051797,0,S,R
2100051798,3,S,G
2100051799,7,B,G
2100051800,0,S,R
2100051801,3,S,G
2100051802,2,S,R
2100051803,6,B,R
2100051804,5,B,G
2100051805,1,S,G
2100051806,7,B,G
2100051807,7,B,G
2100051808,1,S,G
2100051809,4,S,R
2100051810,3,S,G
2100051811,4,S,R
2100051812,5,B,G
2100051813,4,S,R
2100051814,9,B,G
2100051815,2,S,R
2100051816,4,S,R
2100051817,5,B,G
2100051818,2,S,R
2100051819,5,B,G
2100051820,3,S,G
2100051821,6,B,R
2100051822,1,S,G
2100051823,6,B,R
2100051824,0,S,R
2100051825,8,B,R
2100051826,9,B,G
2100051827,0,S,R
2100051828,4,S,R
2100051829,6,B,R
2100051830,8,B,R
2100051831,5,B,G
2100051832,2,S,R
2100051833,6,B,R
2100051834,3,S,G
2100051835,6,B,R
2100051836,9,B,G
2100051837,5,B,G
2100051838,0,S,R
2100051839,4,S,R
2100051840,5,B,G
2100051841,9,B,G
2100051842,8,B,R
2100051843,1,S,G
2100051844,1,S,G
2100051845,5,B,G
2100051846,1,S,G
2100051847,7,B,G
2100051848,4,S,R
2100051849,5,B,G
2100051850,1,S,G
2100051851,5,B,G
2100051852,7,B,G
2100051853,4,S,R
2100051854,6,B,R
2100051855,6,B,R
2100051856,9,B,G
2100051857,4,S,R
2100051858,8,B,R
2100051859,3,S,G
2100051860,1,S,G
2100051861,7,B,G
2100051862,5,B,G
2100051863,0,S,R
2100051864,6,B,R
2100051865,3,S,G
2100051866,5,B,G
2100051867,6,B,R
2100051868,2,S,R
2100051869,8,B,R
2100051870,5,B,G
2100051871,5,B,G
2100051872,6,B,R
2100051873,2,S,R
2100051874,1,S,G
2100051875,5,B,G
2100051876,2,S,R
2100051877,6,B,R
2100051878,0,S,R
2100051879,7,B,G
2100051880,2,S,R
2100051881,5,B,G
2100051882,3,S,G
2100051883,8,B,R
2100051884,4,S,R
2100051885,9,B,G
2100051886,5,B,G
2100051887,6,B,R
2100051888,9,B,G
2100051889,7,B,G
2100051890,9,B,G
2100051891,6,B,R
2100051892,9,B,G
2100051893,1,S,G
2100051894,9,B,G
2100051895,6,B,R
2100051896,2,S,R
2100051897,7,B,G
2100051898,6,B,R
2100051899,2,S,R
2100051900,8,B,R
2100051901,7,B,G
2100051902,2,S,R
2100051903,1,S,G
2100051904,1,S,G
2100051905,6,B,R
2100051906,4,S,R
2100051907,8,B,R
2100051908,7,B,G
